,IO2,IO3
127.752,0,0
127.753,0,0
127.754,0,0
127.755,0,0
127.756,0,0
127.757,0,0
127.758,0,0
127.759,0,0
127.76,0,0
127.761,0,0
127.762,0,0
127.763,0,0
127.764,0,0
127.765,0,0
127.766,0,0
127.767,0,0
127.768,0,0
127.769,0,0
127.77,0,0
127.771,0,0
127.772,0,0
127.773,0,0
127.774,0,0
127.775,0,0
127.776,0,0
127.777,0,0
127.778,0,0
127.779,0,0
127.78,0,0
127.781,0,0
127.782,0,0
127.783,0,0
127.784,0,0
127.785,0,0
127.786,0,0
127.787,0,0
127.788,0,0
127.789,0,0
127.79,0,0
127.791,0,0
127.792,0,0
127.793,0,0
127.794,0,0
127.795,0,0
127.796,0,0
127.797,0,0
127.798,0,0
127.799,0,0
127.8,0,0
127.801,0,0
127.802,0,0
127.803,0,0
127.804,0,0
127.805,0,0
127.806,0,0
127.807,0,0
127.808,0,0
127.809,0,0
127.81,0,0
127.811,0,0
127.812,0,0
127.813,0,0
127.814,0,0
127.815,0,0
127.816,0,0
127.817,0,0
127.818,0,0
127.819,0,0
127.82,0,0
127.821,0,0
127.822,0,0
127.823,0,0
127.824,0,0
127.825,0,0
127.826,0,0
127.827,0,0
127.828,0,0
127.829,0,0
127.83,0,0
127.831,0,0
127.832,0,0
127.833,0,0
127.834,0,0
127.835,0,0
127.836,0,0
127.837,0,0
127.838,0,0
127.839,0,0
127.84,1,0
127.841,1,0
127.842,1,0
127.843,1,0
127.844,1,0
127.845,1,0
127.846,1,0
127.847,1,0
127.848,1,0
127.849,1,0
127.85,0,0
127.851,0,0
127.852,0,0
127.853,0,0
127.854,0,0
127.855,0,0
127.856,0,0
127.857,0,0
127.858,0,0
127.859,0,0
127.86,0,0
127.861,0,0
127.862,0,0
127.863,0,0
127.864,0,0
127.865,0,0
127.866,0,0
127.867,0,0
127.868,0,0
127.869,0,0
127.87,0,0
127.871,0,0
127.872,0,0
127.873,0,0
127.874,0,0
127.875,0,0
127.876,0,0
127.877,0,0
127.878,0,0
127.879,0,0
127.88,0,0
127.881,0,0
127.882,0,0
127.883,0,0
127.884,0,0
127.885,0,0
127.886,0,0
127.887,0,0
127.888,0,0
127.889,0,0
127.89,0,0
127.891,0,0
127.892,0,0
127.893,0,0
127.894,0,0
127.895,0,0
127.896,0,0
127.897,0,0
127.898,0,0
127.899,0,0
127.9,0,0
127.901,0,0
127.902,0,0
127.903,0,0
127.904,0,0
127.905,0,0
127.906,0,0
127.907,0,0
127.908,0,0
127.909,0,0
127.91,0,0
127.911,0,0
127.912,0,0
127.913,0,0
127.914,0,0
127.915,0,0
127.916,0,0
127.917,0,0
127.918,0,0
127.919,0,0
127.92,0,0
127.921,0,0
127.922,0,0
127.923,0,0
127.924,0,0
127.925,0,0
127.926,0,0
127.927,0,0
127.928,0,0
127.929,0,0
127.93,0,0
127.931,0,0
127.932,0,0
127.933,0,0
127.934,0,0
127.935,0,0
127.936,0,0
127.937,0,0
127.938,0,0
127.939,0,0
127.94,1,0
127.941,1,0
127.942,1,0
127.943,1,0
127.944,1,0
127.945,1,0
127.946,1,0
127.947,1,0
127.948,1,0
127.949,1,0
127.95,0,0
127.951,0,0
127.952,0,0
127.953,0,0
127.954,0,0
127.955,0,0
127.956,0,0
127.957,0,0
127.958,0,0
127.959,0,0
127.96,0,0
127.961,0,0
127.962,0,0
127.963,0,0
127.964,0,0
127.965,0,0
127.966,0,0
127.967,0,0
127.968,0,0
127.969,0,0
127.97,0,0
127.971,0,0
127.972,0,0
127.973,0,0
127.974,0,0
127.975,0,0
127.976,0,0
127.977,0,0
127.978,0,0
127.979,0,0
127.98,0,0
127.981,0,0
127.982,0,0
127.983,0,0
127.984,0,0
127.985,0,0
127.986,0,0
127.987,0,0
127.988,0,0
127.989,0,0
127.99,0,0
127.991,0,0
127.992,0,0
127.993,0,0
127.994,0,0
127.995,0,0
127.996,0,0
127.997,0,0
127.998,0,0
127.999,0,0
128.0,0,0
128.001,0,0
128.002,0,0
128.003,0,0
128.004,0,0
128.005,0,0
128.006,0,0
128.007,0,0
128.008,0,0
128.009,0,0
128.01,0,0
128.011,0,0
128.012,0,0
128.013,0,0
128.014,0,0
128.015,0,0
128.016,0,0
128.017,0,0
128.018,0,0
128.019,0,0
128.02,0,0
128.021,0,0
128.022,0,0
128.023,0,0
128.024,0,0
128.025,0,0
128.026,0,0
128.027,0,0
128.028,0,0
128.029,0,0
128.03,0,0
128.031,0,0
128.032,0,0
128.033,0,0
128.034,0,0
128.035,0,0
128.036,0,0
128.037,0,0
128.038,0,0
128.039,0,0
128.04,1,0
128.041,1,0
128.042,1,0
128.043,1,0
128.044,1,0
128.045,1,0
128.046,1,0
128.047,1,0
128.048,1,0
128.049,1,0
128.05,0,0
128.051,0,0
128.052,0,0
128.053,0,0
128.054,0,0
128.055,0,0
128.056,0,0
128.057,0,0
128.058,0,0
128.059,0,0
128.06,0,0
128.061,0,0
128.062,0,0
128.063,0,0
128.064,0,0
128.065,0,0
128.066,0,0
128.067,0,0
128.068,0,0
128.069,0,0
128.07,0,0
128.071,0,0
128.072,0,0
128.073,0,0
128.074,0,0
128.075,0,0
128.076,0,0
128.077,0,0
128.078,0,0
128.079,0,0
128.08,0,0
128.081,0,0
128.082,0,0
128.083,0,0
128.084,0,0
128.085,0,0
128.086,0,0
128.087,0,0
128.088,0,0
128.089,0,0
128.09,0,0
128.091,0,0
128.092,0,0
128.093,0,0
128.094,0,0
128.095,0,0
128.096,0,0
128.097,0,0
128.098,0,0
128.099,0,0
128.1,0,0
128.101,0,0
128.102,0,0
128.103,0,0
128.104,0,0
128.105,0,0
128.106,0,0
128.107,0,0
128.108,0,0
128.109,0,0
128.11,0,0
128.111,0,0
128.112,0,0
128.113,0,0
128.114,0,0
128.115,0,0
128.116,0,0
128.117,0,0
128.118,0,0
128.119,0,0
128.12,0,0
128.121,0,0
128.122,0,0
128.123,0,0
128.124,0,0
128.125,0,0
128.126,0,0
128.127,0,0
128.128,0,0
128.129,0,0
128.13,0,0
128.131,0,0
128.132,0,0
128.133,0,0
128.134,0,0
128.135,0,0
128.136,0,0
128.137,0,0
128.138,0,0
128.139,0,0
128.14,1,0
128.141,1,0
128.142,1,0
128.143,1,0
128.144,1,0
128.145,1,0
128.146,1,0
128.147,1,0
128.148,1,0
128.149,1,0
128.15,0,0
128.151,0,0
128.152,0,0
128.153,0,0
128.154,0,0
128.155,0,0
128.156,0,0
128.157,0,0
128.158,0,0
128.159,0,0
128.16,0,0
128.161,0,0
128.162,0,0
128.163,0,0
128.164,0,0
128.165,0,0
128.166,0,0
128.167,0,0
128.168,0,0
128.169,0,0
128.17,0,0
128.171,0,0
128.172,0,0
128.173,0,0
128.174,0,0
128.175,0,0
128.176,0,0
128.177,0,0
128.178,0,0
128.179,0,0
128.18,0,0
128.181,0,0
128.182,0,0
128.183,0,0
128.184,0,0
128.185,0,0
128.186,0,0
128.187,0,0
128.188,0,0
128.189,0,0
128.19,0,0
128.191,0,0
128.192,0,0
128.193,0,0
128.194,0,0
128.195,0,0
128.196,0,0
128.197,0,0
128.198,0,0
128.199,0,0
128.2,0,0
128.201,0,0
128.202,0,0
128.203,0,0
128.204,0,0
128.205,0,0
128.206,0,0
128.207,0,0
128.208,0,0
128.209,0,0
128.21,0,0
128.211,0,0
128.212,0,0
128.213,0,0
128.214,0,0
128.215,0,0
128.216,0,0
128.217,0,0
128.218,0,0
128.219,0,0
128.22,0,0
128.221,0,0
128.222,0,0
128.223,0,0
128.224,0,0
128.225,0,0
128.226,0,0
128.227,0,0
128.228,0,0
128.229,0,0
128.23,0,0
128.231,0,0
128.232,0,0
128.233,0,0
128.234,0,0
128.235,0,0
128.236,0,0
128.237,0,0
128.238,0,0
128.239,0,0
128.24,1,0
128.241,1,0
128.242,1,0
128.243,1,0
128.244,1,0
128.245,1,0
128.246,1,0
128.247,1,0
128.248,1,0
128.249,1,0
128.25,0,0
128.251,0,0
128.252,0,0
128.253,0,0
128.254,0,0
128.255,0,0
128.256,0,0
128.257,0,0
128.258,0,0
128.259,0,0
128.26,0,0
128.261,0,0
128.262,0,0
128.263,0,0
128.264,0,0
128.265,0,0
128.266,0,0
128.267,0,0
128.268,0,0
128.269,0,0
128.27,0,0
128.271,0,0
128.272,0,0
128.273,0,0
128.274,0,0
128.275,0,0
128.276,0,0
128.277,0,0
128.278,0,0
128.279,0,0
128.28,0,0
128.281,0,0
128.282,0,0
128.283,0,0
128.284,0,0
128.285,0,0
128.286,0,0
128.287,0,0
128.288,0,0
128.289,0,0
128.29,0,0
128.291,0,0
128.292,0,0
128.293,0,0
128.294,0,0
128.295,0,0
128.296,0,0
128.297,0,0
128.298,0,0
128.299,0,0
128.3,0,0
128.301,0,0
128.302,0,0
128.303,0,0
128.304,0,0
128.305,0,0
128.306,0,0
128.307,0,0
128.308,0,0
128.309,0,0
128.31,0,0
128.311,0,0
128.312,0,0
128.313,0,0
128.314,0,0
128.315,0,0
128.316,0,0
128.317,0,0
128.318,0,0
128.319,0,0
128.32,0,0
128.321,0,0
128.322,0,0
128.323,0,0
128.324,0,0
128.325,0,0
128.326,0,0
128.327,0,0
128.328,0,0
128.329,0,0
128.33,0,0
128.331,0,0
128.332,0,0
128.333,0,0
128.334,0,0
128.335,0,0
128.336,0,0
128.337,0,0
128.338,0,0
128.339,0,0
128.34,1,0
128.341,1,0
128.342,1,0
128.343,1,0
128.344,1,0
128.345,1,0
128.346,1,0
128.347,1,0
128.348,1,0
128.349,1,0
128.35,0,0
128.351,0,0
128.352,0,0
128.353,0,0
128.354,0,0
128.355,0,0
128.356,0,0
128.357,0,0
128.358,0,0
128.359,0,0
128.36,0,0
128.361,0,0
128.362,0,0
128.363,0,0
128.364,0,0
128.365,0,0
128.366,0,0
128.367,0,0
128.368,0,0
128.369,0,0
128.37,0,0
128.371,0,0
128.372,0,0
128.373,0,0
128.374,0,0
128.375,0,0
128.376,0,0
128.377,0,0
128.378,0,0
128.379,0,0
128.38,0,0
128.381,0,0
128.382,0,0
128.383,0,0
128.384,0,0
128.385,0,0
128.386,0,0
128.387,0,0
128.388,0,0
128.389,0,0
128.39,0,0
128.391,0,0
128.392,0,0
128.393,0,0
128.394,0,0
128.395,0,0
128.396,0,0
128.397,0,0
128.398,0,0
128.399,0,0
128.4,0,0
128.401,0,0
128.402,0,0
128.403,0,0
128.404,0,0
128.405,0,0
128.406,0,0
128.407,0,0
128.408,0,0
128.409,0,0
128.41,0,0
128.411,0,0
128.412,0,0
128.413,0,0
128.414,0,0
128.415,0,0
128.416,0,0
128.417,0,0
128.418,0,0
128.419,0,0
128.42,0,0
128.421,0,0
128.422,0,0
128.423,0,0
128.424,0,0
128.425,0,0
128.426,0,0
128.427,0,0
128.428,0,0
128.429,0,0
128.43,0,0
128.431,0,0
128.432,0,0
128.433,0,0
128.434,0,0
128.435,0,0
128.436,0,0
128.437,0,0
128.438,0,0
128.439,0,0
128.44,1,0
128.441,1,0
128.442,1,0
128.443,1,0
128.444,1,0
128.445,1,0
128.446,1,0
128.447,1,0
128.448,1,0
128.449,1,0
128.45,0,0
128.451,0,0
128.452,0,0
128.453,0,0
128.454,0,0
128.455,0,0
128.456,0,0
128.457,0,0
128.458,0,0
128.459,0,0
128.46,0,0
128.461,0,0
128.462,0,0
128.463,0,0
128.464,0,0
128.465,0,0
128.466,0,0
128.467,0,0
128.468,0,0
128.469,0,0
128.47,0,0
128.471,0,0
128.472,0,0
128.473,0,0
128.474,0,0
128.475,0,0
128.476,0,0
128.477,0,0
128.478,0,0
128.479,0,0
128.48,0,0
128.481,0,0
128.482,0,0
128.483,0,0
128.484,0,0
128.485,0,0
128.486,0,0
128.487,0,0
128.488,0,0
128.489,0,0
128.49,0,0
128.491,0,0
128.492,0,0
128.493,0,0
128.494,0,0
128.495,0,0
128.496,0,0
128.497,0,0
128.498,0,0
128.499,0,0
128.5,0,0
128.501,0,0
128.502,0,0
128.503,0,0
128.504,0,0
128.505,0,0
128.506,0,0
128.507,0,0
128.508,0,0
128.509,0,0
128.51,0,0
128.511,0,0
128.512,0,0
128.513,0,0
128.514,0,0
128.515,0,0
128.516,0,0
128.517,0,0
128.518,0,0
128.519,0,0
128.52,0,0
128.521,0,0
128.522,0,0
128.523,0,0
128.524,0,0
128.525,0,0
128.526,0,0
128.527,0,0
128.528,0,0
128.529,0,0
128.53,0,0
128.531,0,0
128.532,0,0
128.533,0,0
128.534,0,0
128.535,0,0
128.536,0,0
128.537,0,0
128.538,0,0
128.539,0,0
128.54,1,0
128.541,1,0
128.542,1,0
128.543,1,0
128.544,1,0
128.545,1,0
128.546,1,0
128.547,1,0
128.548,1,0
128.549,1,0
128.55,0,0
128.551,0,0
128.552,0,0
128.553,0,0
128.554,0,0
128.555,0,0
128.556,0,0
128.557,0,0
128.558,0,0
128.559,0,0
128.56,0,0
128.561,0,0
128.562,0,0
128.563,0,0
128.564,0,0
128.565,0,0
128.566,0,0
128.567,0,0
128.568,0,0
128.569,0,0
128.57,0,0
128.571,0,0
128.572,0,0
128.573,0,0
128.574,0,0
128.575,0,0
128.576,0,0
128.577,0,0
128.578,0,0
128.579,0,0
128.58,0,0
128.581,0,0
128.582,0,0
128.583,0,0
128.584,0,0
128.585,0,0
128.586,0,0
128.587,0,0
128.588,0,0
128.589,0,0
128.59,0,0
128.591,0,0
128.592,0,0
128.593,0,0
128.594,0,0
128.595,0,0
128.596,0,0
128.597,0,0
128.598,0,0
128.599,0,0
128.6,0,0
128.601,0,0
128.602,0,0
128.603,0,0
128.604,0,0
128.605,0,0
128.606,0,0
128.607,0,0
128.608,0,0
128.609,0,0
128.61,0,0
128.611,0,0
128.612,0,0
128.613,0,0
128.614,0,0
128.615,0,0
128.616,0,0
128.617,0,0
128.618,0,0
128.619,0,0
128.62,0,0
128.621,0,0
128.622,0,0
128.623,0,0
128.624,0,0
128.625,0,0
128.626,0,0
128.627,0,0
128.628,0,0
128.629,0,0
128.63,0,0
128.631,0,0
128.632,0,0
128.633,0,0
128.634,0,0
128.635,0,0
128.636,0,0
128.637,0,0
128.638,0,0
128.639,0,0
128.64,1,0
128.641,1,0
128.642,1,0
128.643,1,0
128.644,1,0
128.645,1,0
128.646,1,0
128.647,1,0
128.648,1,0
128.649,1,0
128.65,0,0
128.651,0,0
128.652,0,0
128.653,0,0
128.654,0,0
128.655,0,0
128.656,0,0
128.657,0,0
128.658,0,0
128.659,0,0
128.66,0,0
128.661,0,0
128.662,0,0
128.663,0,0
128.664,0,0
128.665,0,0
128.666,0,0
128.667,0,0
128.668,0,0
128.669,0,0
128.67,0,0
128.671,0,0
128.672,0,0
128.673,0,0
128.674,0,0
128.675,0,0
128.676,0,0
128.677,0,0
128.678,0,0
128.679,0,0
128.68,0,0
128.681,0,0
128.682,0,0
128.683,0,0
128.684,0,0
128.685,0,0
128.686,0,0
128.687,0,0
128.688,0,0
128.689,0,0
128.69,0,0
128.691,0,0
128.692,0,0
128.693,0,0
128.694,0,0
128.695,0,0
128.696,0,0
128.697,0,0
128.698,0,0
128.699,0,0
128.7,0,0
128.701,0,0
128.702,0,0
128.703,0,0
128.704,0,0
128.705,0,0
128.706,0,0
128.707,0,0
128.708,0,0
128.709,0,0
128.71,0,0
128.711,0,0
128.712,0,0
128.713,0,0
128.714,0,0
128.715,0,0
128.716,0,0
128.717,0,0
128.718,0,0
128.719,0,0
128.72,0,0
128.721,0,0
128.722,0,0
128.723,0,0
128.724,0,0
128.725,0,0
128.726,0,0
128.727,0,0
128.728,0,0
128.729,0,0
128.73,0,0
128.731,0,0
128.732,0,0
128.733,0,0
128.734,0,0
128.735,0,0
128.736,0,0
128.737,0,0
128.738,0,0
128.739,0,0
128.74,1,0
128.741,1,0
128.742,1,0
128.743,1,0
128.744,1,0
128.745,1,0
128.746,1,0
128.747,1,0
128.748,1,0
128.749,1,0
128.75,0,0
128.751,0,0
128.752,0,0
128.753,0,0
128.754,0,0
128.755,0,0
128.756,0,0
128.757,0,0
128.758,0,0
128.759,0,0
128.76,0,0
128.761,0,0
128.762,0,0
128.763,0,0
128.764,0,0
128.765,0,0
128.766,0,0
128.767,0,0
128.768,0,0
128.769,0,0
128.77,0,0
128.771,0,0
128.772,0,0
128.773,0,0
128.774,0,0
128.775,0,0
128.776,0,0
128.777,0,0
128.778,0,0
128.779,0,0
128.78,0,0
128.781,0,0
128.782,0,0
128.783,0,0
128.784,0,0
128.785,0,0
128.786,0,0
128.787,0,0
128.788,0,0
128.789,0,0
128.79,0,0
128.791,0,0
128.792,0,0
128.793,0,0
128.794,0,0
128.795,0,0
128.796,0,0
128.797,0,0
128.798,0,0
128.799,0,0
128.8,0,0
128.801,0,0
128.802,0,0
128.803,0,0
128.804,0,0
128.805,0,0
128.806,0,0
128.807,0,0
128.808,0,0
128.809,0,0
128.81,0,0
128.811,0,0
128.812,0,0
128.813,0,0
128.814,0,0
128.815,0,0
128.816,0,0
128.817,0,0
128.818,0,0
128.819,0,0
128.82,0,0
128.821,0,0
128.822,0,0
128.823,0,0
128.824,0,0
128.825,0,0
128.826,0,0
128.827,0,0
128.828,0,0
128.829,0,0
128.83,0,0
128.831,0,0
128.832,0,0
128.833,0,0
128.834,0,0
128.835,0,0
128.836,0,0
128.837,0,0
128.838,0,0
128.839,0,0
128.84,1,0
128.841,1,0
128.842,1,0
128.843,1,0
128.844,1,0
128.845,1,0
128.846,1,0
128.847,1,0
128.848,1,0
128.849,1,0
128.85,0,0
128.851,0,0
128.852,0,0
128.853,0,0
128.854,0,0
128.855,0,0
128.856,0,0
128.857,0,0
128.858,0,0
128.859,0,0
128.86,0,0
128.861,0,0
128.862,0,0
128.863,0,0
128.864,0,0
128.865,0,0
128.866,0,0
128.867,0,0
128.868,0,0
128.869,0,0
128.87,0,0
128.871,0,0
128.872,0,0
128.873,0,0
128.874,0,0
128.875,0,0
128.876,0,0
128.877,0,0
128.878,0,0
128.879,0,0
128.88,0,0
128.881,0,0
128.882,0,0
128.883,0,0
128.884,0,0
128.885,0,0
128.886,0,0
128.887,0,0
128.888,0,0
128.889,0,0
128.89,0,0
128.891,0,0
128.892,0,0
128.893,0,0
128.894,0,0
128.895,0,0
128.896,0,0
128.897,0,0
128.898,0,0
128.899,0,0
128.9,0,0
128.901,0,0
128.902,0,0
128.903,0,0
128.904,0,0
128.905,0,0
128.906,0,0
128.907,0,0
128.908,0,0
128.909,0,0
128.91,0,0
128.911,0,0
128.912,0,0
128.913,0,0
128.914,0,0
128.915,0,0
128.916,0,0
128.917,0,0
128.918,0,0
128.919,0,0
128.92,0,0
128.921,0,0
128.922,0,0
128.923,0,0
128.924,0,0
128.925,0,0
128.926,0,0
128.927,0,0
128.928,0,0
128.929,0,0
128.93,0,0
128.931,0,0
128.932,0,0
128.933,0,0
128.934,0,0
128.935,0,0
128.936,0,0
128.937,0,0
128.938,0,0
128.939,0,0
128.94,1,0
128.941,1,0
128.942,1,0
128.943,1,0
128.944,1,0
128.945,1,0
128.946,1,0
128.947,1,0
128.948,1,0
128.949,1,0
128.95,0,0
128.951,0,0
128.952,0,0
128.953,0,0
128.954,0,0
128.955,0,0
128.956,0,0
128.957,0,0
128.958,0,0
128.959,0,0
128.96,0,0
128.961,0,0
128.962,0,0
128.963,0,0
128.964,0,0
128.965,0,0
128.966,0,0
128.967,0,0
128.968,0,0
128.969,0,0
128.97,0,0
128.971,0,0
128.972,0,0
128.973,0,0
128.974,0,0
128.975,0,0
128.976,0,0
128.977,0,0
128.978,0,0
128.979,0,0
128.98,0,0
128.981,0,0
128.982,0,0
128.983,0,0
128.984,0,0
128.985,0,0
128.986,0,0
128.987,0,0
128.988,0,0
128.989,0,0
128.99,0,0
128.991,0,0
128.992,0,0
128.993,0,0
128.994,0,0
128.995,0,0
128.996,0,0
128.997,0,0
128.998,0,0
128.999,0,0
129.0,0,0
129.001,0,0
129.002,0,0
129.003,0,0
129.004,0,0
129.005,0,0
129.006,0,0
129.007,0,0
129.008,0,0
129.009,0,0
129.01,0,0
129.011,0,0
129.012,0,0
129.013,0,0
129.014,0,0
129.015,0,0
129.016,0,0
129.017,0,0
129.018,0,0
129.019,0,0
129.02,0,0
129.021,0,0
129.022,0,0
129.023,0,0
129.024,0,0
129.025,0,0
129.026,0,0
129.027,0,0
129.028,0,0
129.029,0,0
129.03,0,0
129.031,0,0
129.032,0,0
129.033,0,0
129.034,0,0
129.035,0,0
129.036,0,0
129.037,0,0
129.038,0,0
129.039,0,0
129.04,1,0
129.041,1,0
129.042,1,0
129.043,1,0
129.044,1,0
129.045,1,0
129.046,1,0
129.047,1,0
129.048,1,0
129.049,1,0
129.05,0,0
129.051,0,0
129.052,0,0
129.053,0,0
129.054,0,0
129.055,0,0
129.056,0,0
129.057,0,0
129.058,0,0
129.059,0,0
129.06,0,0
129.061,0,0
129.062,0,0
129.063,0,0
129.064,0,0
129.065,0,0
129.066,0,0
129.067,0,0
129.068,0,0
129.069,0,0
129.07,0,0
129.071,0,0
129.072,0,0
129.073,0,0
129.074,0,0
129.075,0,0
129.076,0,0
129.077,0,0
129.078,0,0
129.079,0,0
129.08,0,0
129.081,0,0
129.082,0,0
129.083,0,0
129.084,0,0
129.085,0,0
129.086,0,0
129.087,0,0
129.088,0,0
129.089,0,0
129.09,0,0
129.091,0,0
129.092,0,0
129.093,0,0
129.094,0,0
129.095,0,0
129.096,0,0
129.097,0,0
129.098,0,0
129.099,0,0
129.1,0,0
129.101,0,0
129.102,0,0
129.103,0,0
129.104,0,0
129.105,0,0
129.106,0,0
129.107,0,0
129.108,0,0
129.109,0,0
129.11,0,0
129.111,0,0
129.112,0,0
129.113,0,0
129.114,0,0
129.115,0,0
129.116,0,0
129.117,0,0
129.118,0,0
129.119,0,0
129.12,0,0
129.121,0,0
129.122,0,0
129.123,0,0
129.124,0,0
129.125,0,0
129.126,0,0
129.127,0,0
129.128,0,0
129.129,0,0
129.13,0,0
129.131,0,0
129.132,0,0
129.133,0,0
129.134,0,0
129.135,0,0
129.136,0,0
129.137,0,0
129.138,0,0
129.139,0,0
129.14,1,0
129.141,1,0
129.142,1,0
129.143,1,0
129.144,1,0
129.145,1,0
129.146,1,0
129.147,1,0
129.148,1,0
129.149,1,0
129.15,0,0
129.151,0,0
129.152,0,0
129.153,0,0
129.154,0,0
129.155,0,0
129.156,0,0
129.157,0,0
129.158,0,0
129.159,0,0
129.16,0,0
129.161,0,0
129.162,0,0
129.163,0,0
129.164,0,0
129.165,0,0
129.166,0,0
129.167,0,0
129.168,0,0
129.169,0,0
129.17,0,0
129.171,0,0
129.172,0,0
129.173,0,0
129.174,0,0
129.175,0,0
129.176,0,0
129.177,0,0
129.178,0,0
129.179,0,0
129.18,0,0
129.181,0,0
129.182,0,0
129.183,0,0
129.184,0,0
129.185,0,0
129.186,0,0
129.187,0,0
129.188,0,0
129.189,0,0
129.19,0,0
129.191,0,0
129.192,0,0
129.193,0,0
129.194,0,0
129.195,0,0
129.196,0,0
129.197,0,0
129.198,0,0
129.199,0,0
129.2,0,0
129.201,0,0
129.202,0,0
129.203,0,0
129.204,0,0
129.205,0,0
129.206,0,0
129.207,0,0
129.208,0,0
129.209,0,0
129.21,0,0
129.211,0,0
129.212,0,0
129.213,0,0
129.214,0,0
129.215,0,0
129.216,0,0
129.217,0,0
129.218,0,0
129.219,0,0
129.22,0,0
129.221,0,0
129.222,0,0
129.223,0,0
129.224,0,0
129.225,0,0
129.226,0,0
129.227,0,0
129.228,0,0
129.229,0,0
129.23,0,0
129.231,0,0
129.232,0,0
129.233,0,0
129.234,0,0
129.235,0,0
129.236,0,0
129.237,0,0
129.238,0,0
129.239,0,0
129.24,1,0
129.241,1,0
129.242,1,0
129.243,1,0
129.244,1,0
129.245,1,0
129.246,1,0
129.247,1,0
129.248,1,0
129.249,1,0
129.25,0,0
129.251,0,0
129.252,0,0
129.253,0,0
129.254,0,0
129.255,0,0
129.256,0,0
129.257,0,0
129.258,0,0
129.259,0,0
129.26,0,0
129.261,0,0
129.262,0,0
129.263,0,0
129.264,0,0
129.265,0,0
129.266,0,0
129.267,0,0
129.268,0,0
129.269,0,0
129.27,0,0
129.271,0,0
129.272,0,0
129.273,0,0
129.274,0,0
129.275,0,0
129.276,0,0
129.277,0,0
129.278,0,0
129.279,0,0
129.28,0,0
129.281,0,0
129.282,0,0
129.283,0,0
129.284,0,0
129.285,0,0
129.286,0,0
129.287,0,0
129.288,0,0
129.289,0,0
129.29,0,0
129.291,0,0
129.292,0,0
129.293,0,0
129.294,0,0
129.295,0,0
129.296,0,0
129.297,0,0
129.298,0,0
129.299,0,0
129.3,0,0
129.301,0,0
129.302,0,0
129.303,0,0
129.304,0,0
129.305,0,0
129.306,0,0
129.307,0,0
129.308,0,0
129.309,0,0
129.31,0,0
129.311,0,0
129.312,0,0
129.313,0,0
129.314,0,0
129.315,0,0
129.316,0,0
129.317,0,0
129.318,0,0
129.319,0,0
129.32,0,0
129.321,0,0
129.322,0,0
129.323,0,0
129.324,0,0
129.325,0,0
129.326,0,0
129.327,0,0
129.328,0,0
129.329,0,0
129.33,0,0
129.331,0,0
129.332,0,0
129.333,0,0
129.334,0,0
129.335,0,0
129.336,0,0
129.337,0,0
129.338,0,0
129.339,0,0
129.34,1,0
129.341,1,0
129.342,1,0
129.343,1,0
129.344,1,0
129.345,1,0
129.346,1,0
129.347,1,0
129.348,1,0
129.349,1,0
129.35,0,0
129.351,0,0
129.352,0,0
129.353,0,0
129.354,0,0
129.355,0,0
129.356,0,0
129.357,0,0
129.358,0,0
129.359,0,0
129.36,0,0
129.361,0,0
129.362,0,0
129.363,0,0
129.364,0,0
129.365,0,0
129.366,0,0
129.367,0,0
129.368,0,0
129.369,0,0
129.37,0,0
129.371,0,0
129.372,0,0
129.373,0,0
129.374,0,0
129.375,0,0
129.376,0,0
129.377,0,0
129.378,0,0
129.379,0,0
129.38,0,0
129.381,0,0
129.382,0,0
129.383,0,0
129.384,0,0
129.385,0,0
129.386,0,0
129.387,0,0
129.388,0,0
129.389,0,0
129.39,0,0
129.391,0,0
129.392,0,0
129.393,0,0
129.394,0,0
129.395,0,0
129.396,0,0
129.397,0,0
129.398,0,0
129.399,0,0
129.4,0,0
129.401,0,0
129.402,0,0
129.403,0,0
129.404,0,0
129.405,0,0
129.406,0,0
129.407,0,0
129.408,0,0
129.409,0,0
129.41,0,0
129.411,0,0
129.412,0,0
129.413,0,0
129.414,0,0
129.415,0,0
129.416,0,0
129.417,0,0
129.418,0,0
129.419,0,0
129.42,0,0
129.421,0,0
129.422,0,0
129.423,0,0
129.424,0,0
129.425,0,0
129.426,0,0
129.427,0,0
129.428,0,0
129.429,0,0
129.43,0,0
129.431,0,0
129.432,0,0
129.433,0,0
129.434,0,0
129.435,0,0
129.436,0,0
129.437,0,0
129.438,0,0
129.439,0,0
129.44,1,0
129.441,1,0
129.442,1,0
129.443,1,0
129.444,1,0
129.445,1,0
129.446,1,0
129.447,1,0
129.448,1,0
129.449,1,0
129.45,0,0
129.451,0,0
129.452,0,0
129.453,0,0
129.454,0,0
129.455,0,0
129.456,0,0
129.457,0,0
129.458,0,0
129.459,0,0
129.46,0,0
129.461,0,0
129.462,0,0
129.463,0,0
129.464,0,0
129.465,0,0
129.466,0,0
129.467,0,0
129.468,0,0
129.469,0,0
129.47,0,0
129.471,0,0
129.472,0,0
129.473,0,0
129.474,0,0
129.475,0,0
129.476,0,0
129.477,0,0
129.478,0,0
129.479,0,0
129.48,0,0
129.481,0,0
129.482,0,0
129.483,0,0
129.484,0,0
129.485,0,0
129.486,0,0
129.487,0,0
129.488,0,0
129.489,0,0
129.49,0,0
129.491,0,0
129.492,0,0
129.493,0,0
129.494,0,0
129.495,0,0
129.496,0,0
129.497,0,0
129.498,0,0
129.499,0,0
